TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201401,13.081,1.0,236.319,161.128,1.0,289.063,1.0,12.314,1.0,89.21,1.0,0.0,1.0,2.282,1.0,0.26951747311827956,1.0,42.43319892473119,1.0,308.367200201613,1.0,38.05776182795699,1.0,30.09944287634408,1.0,376.33205645161286,1.0,403.318,1.0,13.159,13.481,13.656,13.906,13.813,14.218,15.289,15.128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.018,4.76,8.121,8.791,9.078,5.742,5.657,5.178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18624,1.0,6.59799,1.0,6.76306,0.121135,33.684,1.0,34.5267,0.488141,0.164997,0.952285,0.00861814,0.0506583,0.0950014,0.278275,0.995296,0.992608,0.864919,0.266812,0.224637,0.238874,0.265617,0.152123,-0.0312123,0.152123,0.175895,0.347791,0.344988,0.391994,0.442817,0.254554,0.210801,0.243104,0.263078,-9999,-9999
201402,14.362,1.0,291.755,193.237,1.0,300.986,1.0,13.264,1.0,88.965,1.0,0.091,1.0,2.29,1.0,0.2519178571428572,1.0,66.60655208333334,1.0,369.27982901785714,1.0,46.71666726190476,1.0,35.82127380952381,1.0,390.62440476190477,1.0,402.373,1.0,16.666,16.952,16.8,16.659,16.501,16.499,16.744,16.531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.909,3.421,6.526,7.887,8.268,5.829,5.698,5.186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.99477,1.0,7.47943,1.0,8.20535,0.208732,50.5047,1.0,55.4064,0.542464,0.292852,0.921131,0.00798969,0.12702,0.182961,0.514013,0.994048,0.979167,0.639881,0.268945,0.249824,0.265744,0.574732,0.0674528,0.0494271,0.0756342,0.130997,0.225161,0.237102,0.256077,0.437961,0.103477,0.0959776,0.10627,0.169993,-9999,-9999
201403,16.013,1.0,362.473,255.749,1.0,301.006,1.0,14.116,1.0,88.916,1.0,1.434,1.0,2.83,1.0,0.34329287634408595,1.0,105.78442876344084,1.0,490.25198245967755,1.0,56.40941901881721,1.0,44.89497043010753,1.0,404.7178763440861,1.0,400.994,1.0,20.122,20.216,20.083,19.683,19.42,19.159,18.904,18.762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.666,5.719,9.325,10.852,11.045,7.072,5.75,5.213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.34256,1.0,18.7613,1.0,22.2403,0.255481,67.6827,1.0,80.2337,0.623415,0.413996,0.967742,0.011669,0.243883,0.320336,0.532429,0.997312,0.984543,0.914651,0.781006,0.664028,0.724369,0.961538,0.445239,0.41378,0.421096,0.434637,0.724229,0.647053,0.680057,0.908366,0.462937,0.452397,0.46185,0.532961,-9999,-9999
201404,18.911,1.0,425.782,307.482,1.0,309.022,1.0,19.379,1.0,88.257,1.0,0.093,1.0,2.766,1.0,0.3604849999999999,1.0,133.56924375,1.0,608.1388817361111,1.0,61.25319770833334,1.0,53.250540972222225,1.0,428.221875,1.0,392.54,1.0,24.961,24.852,24.277,23.518,23.162,22.621,21.792,21.791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.978,2.415,5.663,7.384,8.057,6.652,5.827,5.243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.53595,1.0,19.6796,1.0,22.656,0.242226,91.5335,1.0,105.377,0.707162,-0.222198,0.963194,0.0135188,-0.357621,-0.321439,-0.144735,0.996528,0.988889,0.925,0.586262,0.54265,0.563575,0.804572,0.891382,0.891382,0.902796,0.915218,0.563055,0.58267,0.601546,0.701367,0.887223,0.887223,0.903091,0.920279,-9999,-9999
201405,23.39,1.0,465.803,343.079,1.0,328.991,1.0,26.515,1.0,88.823,0.999328,0.0,1.0,2.983,0.999328,0.3985751672958133,0.9993279569892473,151.5178449153512,0.9993279569892473,678.232524483814,0.9993279569892473,68.10222161404712,0.9993279569892473,59.71329752916953,0.9993279569892473,458.8975034317089,0.9993279569892473,395.957,1.0,30.358,29.94,28.812,27.424,26.961,26.111,24.783,24.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.312,1.724,4.152,6.457,7.051,5.973,5.839,5.211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.86271,1.0,13.9067,0.999328,16.919,0.217651,105.265,1.0,128.065,0.825234,0.0722451,0.913306,0.0181867,-0.164994,-0.0825319,0.180253,0.985215,0.948925,0.877016,0.536051,0.459648,0.522852,0.679356,0.580992,0.491921,0.580992,0.625219,0.600118,0.537165,0.630136,0.860134,0.77105,0.797762,0.831388,0.9225,-9999,-9999
201406,29.664,1.0,480.907,354.835,1.0,368.468,1.0,36.488,1.0,88.687,0.999306,0.0,1.0,2.861,0.999306,0.3599936244089834,0.9993055555555554,160.0397743646572,0.9993055555555554,692.531140834811,0.9993055555555554,75.45690756205674,0.9993055555555554,62.19497894503546,0.9993055555555554,499.3373108747045,0.9993055555555554,396.624,1.0,37.504,36.953,35.478,33.305,32.656,31.336,29.272,29.245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.826,1.217,3.297,5.789,6.562,5.741,5.78,5.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.49097,1.0,11.5188,1.0,13.6138,0.30351,117.827,1.0,139.256,0.657077,0.303224,0.907639,0.0130915,0.239134,0.270979,0.337981,0.996528,0.95,0.860417,0.406257,0.384029,0.397988,0.520835,0.131092,0.131202,0.144438,0.1635,0.798541,0.678607,0.757807,0.835964,0.535531,0.372993,0.400702,0.508742,-9999,-9999
201407,27.506,0.998656,472.601,264.757,0.998656,401.612,0.998656,22.603,0.998656,89.092,0.979167,3.106,1.0,1.936,0.997312,0.28988266739980456,0.9973118279569891,148.70637799364616,0.9973118279569891,-9999,-9999,49.35931703934506,0.9973118279569891,41.10512359481916,0.9973118279569891,475.48700513196474,0.9973118279569891,404.594,0.99664,32.05,31.852,32.061,31.776,31.493,31.029,30.186,30.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.262,6.15,8.022,6.905,6.9,5.82,5.778,5.111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.221998,1.0,55.011,0.995296,70.8546,0.793839,61.0566,0.997312,78.6412,0.694795,0.806666,0.899866,0.0239982,0.682837,0.770721,0.890031,0.975806,0.936156,0.885753,2.05098,1.83614,1.99199,2.0452,1.20328,0.935377,1.20328,1.40218,1.99509,2.14409,2.29444,2.46461,1.63129,1.63691,1.69293,1.76625,-9999,-9999
201408,25.905,1.0,440.668,253.654,1.0,391.786,1.0,18.392,1.0,89.059,0.999328,1.508,1.0,1.877,1.0,0.2716857526881721,1.0,143.48991532258066,1.0,-9999,-9999,38.306331989247305,1.0,37.8674375,1.0,463.10241935483873,1.0,400.132,0.997312,30.023,29.637,29.788,29.603,29.381,29.187,28.849,29.222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.225,5.23,6.427,6.567,7.162,6.044,5.833,5.187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.39216,1.0,48.8501,0.99664,63.0068,0.716699,61.1837,1.0,78.9147,0.730034,-0.266294,0.854167,0.0329297,-0.882766,-0.72553,-0.0117385,0.979839,0.933468,0.803763,1.82231,1.72618,1.80799,1.82658,2.37539,1.73791,2.37539,2.7144,1.72365,1.66142,1.71942,2.16525,2.60414,2.56206,2.60466,2.64783,-9999,-9999
201409,24.796,1.0,386.725,212.416,0.995139,384.705,1.0,16.091,1.0,88.857,1.0,2.506,1.0,2.163,0.989583,0.31673361742424233,0.9895833333333334,116.12715208333334,1.0,409.95794196428574,0.7,33.79393319444444,1.0,32.14510694444444,1.0,451.58784722222225,1.0,400.947,0.997917,28.195,27.985,28.344,28.467,28.146,28.009,27.888,28.143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.451,6.769,8.754,7.39,7.538,5.971,5.873,5.214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.483833,1.0,46.8861,0.990972,60.4562,0.640434,42.9049,0.998611,55.3227,0.525182,-0.157949,0.851389,0.0226805,-0.581569,-0.444585,-0.135446,0.98125,0.954861,0.829167,1.47112,1.52858,1.57434,1.59546,1.88694,1.70327,1.88694,2.15792,1.99387,1.85597,1.94364,2.16096,2.57078,2.30209,2.38642,2.43297,-9999,-9999
201410,21.571,1.0,317.617,211.138,1.0,343.596,1.0,16.966,1.0,88.969,1.0,1.114,1.0,2.098,1.0,0.2631503360215054,1.0,90.70453830645164,1.0,393.05219012681164,0.7419354838709677,37.81905282258065,1.0,33.56990524193548,1.0,429.1444220430108,1.0,396.256,0.998656,24.4,24.177,24.747,25.253,24.959,25.213,25.73,25.835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.781,5.861,7.869,7.103,7.642,6.007,5.897,5.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.75644,1.0,30.8487,0.998656,36.1322,0.431129,47.9203,0.999328,56.1276,0.564679,0.00140258,0.926075,0.0142308,-0.27848,-0.169008,0.0461726,0.99328,0.96707,0.789651,1.01454,0.87371,0.918827,1.34429,1.15774,1.15367,1.17122,1.26966,0.833835,0.978491,1.05965,1.17449,1.12967,1.16504,1.22443,1.35742,-9999,-9999
201411,15.026,1.0,252.913,178.728,1.0,295.438,1.0,12.685,1.0,89.105,1.0,0.0,1.0,2.575,1.0,0.34279111111111116,1.0,52.04176041666666,1.0,351.9225806944445,1.0,35.6741025,1.0,30.997401388888882,1.0,389.6159722222222,1.0,386.833,1.0,18.142,18.301,19.106,20.355,20.423,21.244,22.508,22.521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.646,3.321,6.203,6.53,7.091,5.914,5.873,5.269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.66827,1.0,6.93676,1.0,7.65221,0.178016,43.5646,1.0,48.0578,0.577475,0.0113153,0.965972,0.00845188,-0.0606471,-0.0522167,0.0860562,0.993056,0.990278,0.91875,0.387751,0.355927,0.375456,0.467032,0.444287,0.402628,0.417057,0.42155,0.181182,0.176875,0.195086,0.321222,0.330437,0.327594,0.330784,0.354658,-9999,-9999
201412,10.755,1.0,220.036,131.72,1.0,298.015,1.0,7.293,1.0,89.078,1.0,1.835,1.0,2.13,0.99328,0.2581125176853424,0.993279569892473,43.26384744623654,1.0,-9999,-9999,23.840887970430103,1.0,20.389178763440864,1.0,364.81243279569895,1.0,391.722,1.0,11.723,11.911,12.737,14.33,14.713,15.998,18.005,18.094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.083,8.276,9.0,6.338,6.845,5.83,5.815,5.256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.43425,1.0,12.5268,0.998656,15.8426,0.218823,26.7062,1.0,33.7753,0.547703,0.525716,0.861559,0.00993348,0.299952,0.353622,0.684288,0.977151,0.965054,0.876344,0.438876,0.374245,0.399747,0.568507,0.0496778,-0.0781251,0.0471182,0.074997,0.233634,0.234245,0.268404,0.328161,0.295449,0.0732795,0.182498,0.249497,-9999,-9999
201501,11.428,1.0,236.319,135.356,0.994624,301.25,1.0,7.93,1.0,89.262,0.999328,1.524,1.0,2.266,1.0,0.30513763440860225,1.0,50.513028897849466,1.0,270.6490532258064,1.0,28.901116386410433,0.9993279569892473,19.802687500000005,1.0,368.1632392473119,1.0,392.2,0.99664,11.572,11.576,11.902,12.366,12.367,12.936,14.442,14.457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.96,9.648,11.77,11.559,11.23,5.896,5.785,5.256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.09791,1.0,13.6968,0.995968,16.8002,0.231515,28.2869,1.0,34.6961,0.530806,0.747014,0.947581,0.0118769,0.550531,0.655914,0.730855,0.983199,0.915995,0.955645,0.764371,0.606881,0.691713,0.74324,0.0734715,-0.0770492,0.0548905,0.0765788,0.484068,0.505105,0.522745,0.565825,0.129867,0.0754712,0.085359,0.0930541,-9999,-9999
201502,15.073,1.0,291.755,200.023,1.0,303.559,1.0,11.571,1.0,89.019,0.89881,0.2,1.0,2.681,1.0,0.3164149553571428,1.0,80.9767938988095,1.0,384.41782500000005,0.5357142857142857,42.726791443452385,1.0,28.302988839285714,1.0,392.1558779761905,1.0,395.438,0.999256,16.602,16.471,16.621,16.559,16.234,16.136,16.426,16.202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.293,7.408,10.379,11.996,11.452,9.67,5.966,5.257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.90973,1.0,14.3308,0.997768,17.1072,0.340267,51.8936,0.999256,61.9471,0.666694,0.529791,0.901042,0.00977751,0.458587,0.492739,0.530267,0.978423,0.941964,0.919643,0.636417,0.542509,0.605495,0.631551,0.130739,-0.0186766,0.115576,0.148086,0.447576,0.461738,0.539049,0.639799,0.0631059,0.0648443,0.0774816,0.103255,-9999,-9999
201503,17.41,1.0,362.473,240.164,1.0,317.093,1.0,15.352,1.0,89.087,0.997312,0.287,1.0,2.644,1.0,0.34043198924731183,1.0,109.41772379032257,1.0,-9999,-9999,46.4876564516129,1.0,33.266131048387095,1.0,412.31780913978486,1.0,395.517,1.0,20.803,20.536,20.441,19.86,19.338,18.891,18.62,18.486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.024,4.957,8.147,9.696,10.069,8.613,7.016,5.282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.40999,1.0,14.6828,0.999328,17.5688,0.251,64.7629,1.0,77.4925,0.734145,0.307369,0.97043,0.0102068,0.254766,0.266914,0.298397,0.997312,0.90793,0.974462,0.678925,0.613953,0.660586,0.694931,0.402168,0.354495,0.362189,0.392875,0.483565,0.499856,0.537207,0.560113,0.260916,0.259075,0.271688,0.295431,-9999,-9999
201504,18.543,1.0,425.782,311.462,1.0,309.386,1.0,17.927,1.0,88.68,0.863889,0.466,1.0,2.778,1.0,0.3729554166666667,1.0,149.31400694444443,1.0,641.0057965,0.8333333333333334,52.72343347222222,1.0,43.63143541666667,1.0,425.33597222222227,1.0,387.765,0.997917,24.434,24.079,24.101,23.623,23.161,22.68,22.056,22.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.074,3.923,6.611,7.704,8.257,7.023,6.691,5.314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.03177,1.0,24.4046,0.997222,29.2704,0.378025,95.8109,0.998611,114.914,0.762823,-0.426169,0.874306,0.0177259,-0.508267,-0.483607,-0.352934,0.978472,0.875694,0.93125,0.832916,0.786363,0.835983,0.86737,1.32061,1.2334,1.29533,1.30464,0.925655,0.925655,0.977392,1.10937,1.35978,1.36951,1.39629,1.47075,-9999,-9999
201505,20.785,1.0,465.803,325.557,1.0,325.201,0.985215,20.188,1.0,88.743,1.0,0.328,1.0,2.636,1.0,0.35344092741935484,1.0,165.19529706790124,0.8709677419354839,665.6507773521505,1.0,59.55975373263889,0.7741935483870968,47.61419444444445,0.8709677419354839,441.47708333333327,0.8709677419354839,393.097,1.0,27.705,27.07,26.717,25.834,25.434,24.795,23.898,24.24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.38,3.011,5.663,6.722,7.275,6.268,6.164,5.323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.97542,1.0,22.6526,0.998656,27.236,0.415932,107.13,1.0,128.806,0.74352,-0.213465,0.922715,0.0151588,-0.370729,-0.277066,-0.133118,0.981855,0.959677,0.899194,0.777572,0.695882,0.767832,0.831307,1.03552,0.972167,1.03552,1.06221,0.830433,0.788112,0.830117,0.854225,1.13964,1.09565,1.13781,1.14668,-9999,-9999
201506,28.684,1.0,480.907,311.789,1.0,383.78,1.0,31.039,1.0,88.811,0.892361,1.803,1.0,2.345,1.0,0.31650375,1.0,159.48863819444443,1.0,647.01271875,1.0,58.66437729166666,1.0,44.46905902777779,1.0,489.53874999999994,1.0,393.608,0.988194,34.964,34.174,33.496,31.934,31.27,29.992,28.048,28.281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.318,3.06,5.03,6.213,6.805,5.962,5.971,5.224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.36049,1.0,25.9689,0.986806,31.575,0.392821,99.0632,0.9875,120.449,0.674557,0.503223,0.883333,0.0146394,0.415189,0.435472,0.539801,0.933333,0.906944,0.869444,0.939276,0.865885,0.885711,0.899265,0.503804,0.352792,0.415216,0.479241,1.30663,1.26142,1.37194,1.52651,0.838961,0.806005,0.851264,0.940286,-9999,-9999
201507,26.72,1.0,472.601,248.987,1.0,397.816,0.962366,19.747,1.0,88.994,0.991263,1.557,1.0,2.034,0.991935,0.2965998868223262,0.9919354838709677,151.19295942982455,0.6129032258064516,514.171051344086,1.0,47.53348344298246,0.6129032258064516,37.22069078947369,0.6129032258064516,471.68157894736845,0.6129032258064516,394.874,1.0,31.487,31.189,31.287,30.934,30.681,30.223,29.356,29.735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.149,5.21,7.324,6.603,6.865,5.947,5.953,5.201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.81815,1.0,42.9769,0.999328,53.3545,0.69413,72.4994,0.998656,90.006,0.74874,0.038463,0.934812,0.0239036,0.0426016,0.0842867,0.191005,0.932796,0.974462,0.975134,1.35831,1.29785,1.3594,1.58349,1.13015,1.14591,1.21159,1.49587,2.13813,1.98481,2.0627,2.22781,2.13537,1.91448,1.98108,2.07573,-9999,-9999
201508,27.835,1.0,440.668,258.902,1.0,401.88,0.981183,22.33,1.0,88.898,0.894489,2.728,1.0,1.971,0.985215,0.29812937368681247,0.9852150537634408,156.8535700983643,0.7990591397849462,530.6749868951614,1.0,47.56775850029999,0.7990591397849462,38.37770510846912,0.7990591397849462,478.36016522988507,0.7990591397849462,399.074,0.984543,30.99,30.626,30.872,30.602,30.244,29.848,29.207,29.586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.047,6.457,7.855,6.708,7.061,6.013,5.982,5.233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.38083,1.0,59.4659,0.979839,72.2926,0.922144,57.8566,0.982527,70.3361,0.84649,-0.0700481,0.915995,0.0254747,-0.295185,-0.196883,-0.0143626,0.965726,0.93414,0.897177,1.66338,1.66635,1.69282,1.74418,1.83613,1.70524,1.83582,1.97346,2.24108,2.15554,2.30224,2.37469,2.55305,2.34045,2.41417,2.5091,-9999,-9999
201509,24.636,1.0,386.725,214.658,1.0,377.378,1.0,15.769,1.0,88.797,0.997917,3.861,1.0,1.926,0.995833,0.2685899772178305,0.9958333333333333,119.63980465403661,0.9388888888888889,434.78872340277786,1.0,35.12247919987922,0.9986111111111112,31.6710009057971,0.9986111111111112,442.0987686611239,0.9388888888888889,396.047,0.999306,26.958,26.826,27.243,27.383,27.146,27.104,27.342,27.694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.81,7.897,10.509,11.987,12.484,9.948,7.802,5.424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.32562,1.0,68.1699,0.998611,81.9414,0.798946,29.2205,0.997917,35.1235,0.528541,-0.55381,0.929167,0.0307418,-0.907656,-0.678625,-0.58374,0.972917,0.822222,0.933333,2.13488,2.01273,2.03637,2.0749,2.75287,2.65953,2.78557,2.94329,2.45073,2.05399,2.33497,2.45073,3.28268,2.96287,3.14539,3.20866,-9999,-9999
201510,20.425,1.0,317.617,190.609,1.0,333.433,0.979839,13.763,1.0,88.772,0.999328,1.336,1.0,2.372,0.999328,0.333388463738275,0.9993279569892473,83.02150434027777,0.7741935483870968,381.19686216397855,1.0,35.32135318439716,0.805779569892473,31.024769858156024,0.805779569892473,407.02335069444445,0.7741935483870968,399.427,1.0,22.853,22.954,23.762,24.591,24.479,24.84,25.477,25.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.63,6.512,8.529,8.925,9.628,8.342,8.315,6.321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.69752,1.0,45.7872,0.999328,51.2016,0.632395,31.2694,0.998656,34.967,0.578647,-0.214833,0.966398,0.027037,-0.500135,-0.34696,-0.0993446,0.985215,0.975806,0.918683,1.78415,1.50099,1.73314,1.95705,2.11683,1.99293,2.01874,2.06232,1.12478,1.02487,1.29526,1.98808,1.81548,1.80935,1.90394,2.10837,-9999,-9999
201511,13.464,1.0,252.913,176.374,0.998611,289.323,0.995833,11.026,1.0,88.895,1.0,0.381,1.0,2.621,1.0,0.31979840277777777,1.0,62.08207854938272,0.8729166666666666,338.0808420138888,1.0,38.08671890895062,0.8729166666666666,30.6836062962963,0.8729166666666666,379.95049228395067,0.8729166666666666,396.129,0.999306,15.045,15.186,16.255,17.633,17.741,18.718,20.335,20.277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.462,6.707,8.557,7.965,8.549,7.142,7.099,5.969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.91939,1.0,23.7499,0.995833,24.7021,0.366184,37.3316,1.0,38.8283,0.602677,0.237145,0.889583,0.0157407,-0.0161728,0.153963,0.290419,0.981944,0.929861,0.890972,0.971448,0.840952,0.955017,1.10569,0.800813,0.790903,0.809417,0.836842,0.188258,0.170691,0.266065,0.525341,0.475445,0.45723,0.46988,0.604902,-9999,-9999
201512,9.55,1.0,220.036,144.03,1.0,279.147,1.0,8.644,1.0,88.926,0.858871,1.065,0.999328,2.35,0.951613,0.27478194087796526,0.9348118279569892,39.272716434336026,0.9348118279569892,278.1639707332418,0.9993279569892474,31.873935589386157,0.9348118279569892,24.168512334922966,0.9348118279569892,356.5934657006603,0.9348118279569892,400.617,0.987903,10.129,10.277,11.144,12.465,12.808,13.96,15.918,15.757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.409,7.99,10.345,9.604,9.67,6.949,6.767,5.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.93899,1.0,12.5228,0.984543,14.4141,0.246475,19.3798,0.990591,22.3068,0.59349,0.307772,0.84543,0.0119578,0.179975,0.211302,0.329368,0.945565,0.916667,0.863575,0.448469,0.422553,0.442807,0.577468,0.23524,0.23524,0.241325,0.252217,0.274599,0.208036,0.295955,0.36836,0.210305,0.178096,0.210305,0.270202,-9999,-9999
201601,10.223,1.0,236.319,146.439,0.942204,281.432,0.939516,8.662,1.0,89.066,0.998656,1.467,1.0,2.558,0.998656,0.313889331674674,0.9986559139784946,51.278110479334806,0.9240591397849462,308.7212748367294,0.9254032258064516,35.369857507948154,0.9240591397849462,25.930242892516503,0.9240591397849462,358.9901175409635,0.9240591397849462,403.336,0.998656,10.022,9.962,10.473,10.365,11.01,11.589,12.919,12.738,1.0,1.0,1.0,0.166667,1.0,1.0,1.0,1.0,8.606,9.081,11.949,13.122,12.37,9.684,8.928,6.186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.421935,1.0,11.8536,0.997984,14.9589,0.227162,28.4524,1.0,35.9063,0.640328,0.338928,0.942204,0.0120174,0.263958,0.324601,0.341858,0.983871,0.968414,0.933468,0.482431,0.421045,0.477639,0.497115,0.15573,0.144336,0.153833,0.159596,0.261058,0.257514,0.283172,0.339202,0.0974755,0.0920351,0.0978728,0.120433,-9999,-9999
201602,15.155,1.0,292.949,173.791,0.758621,299.219,0.757184,15.657,1.0,89.135,1.0,0.184,1.0,2.747,0.997845,0.3261678400383142,0.9978448275862069,80.33817681277057,0.7442528735632185,447.03848594426404,0.7442528735632185,55.21220619588744,0.7442528735632185,39.772859172077915,0.7442528735632185,404.69157196969695,0.7442528735632185,397.424,0.998563,15.234,15.027,15.243,10.587,14.579,14.382,14.54,14.212,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.099,6.291,9.211,11.246,11.746,9.633,9.473,8.204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9383,1.0,14.1263,0.993534,15.0282,0.174289,49.3094,0.996408,52.4577,0.683344,0.217924,0.850575,0.00785917,0.145872,0.191034,0.253865,0.932471,0.887931,0.831178,0.289429,0.214999,0.285106,0.376094,0.0942171,0.0694704,0.0927177,0.113087,0.340475,0.237483,0.271799,0.320656,0.21844,0.158486,0.168594,0.199598,-9999,-9999
201603,15.956,0.998656,364.814,159.782,0.59543,300.503,0.586022,15.706,0.998656,88.778,0.813172,0.057,1.0,2.806,0.793683,0.32690133462747006,0.7916666666666665,-9999,-9999,482.8029057916667,0.5651881720430109,-9999,-9999,-9999,-9999,-9999,-9999,399.674,0.961694,20.888,20.522,20.539,9.977,19.431,18.923,18.461,18.286,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.32,3.177,6.77,9.235,9.951,8.532,8.675,8.603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.92999,1.0,22.4532,0.936156,25.2248,0.54674,73.9795,0.985215,83.1112,0.640962,-0.284576,0.758737,0.00852416,-0.336797,-0.307422,-0.27375,0.875,0.81586,0.72043,0.540115,0.534989,0.543176,0.559851,0.85642,0.836552,0.85642,0.869336,0.635297,0.600851,0.635297,0.790913,0.473883,0.456666,0.46747,0.517594,-9999,-9999
